Jogo,Ganhador,Historico
21,0,11095817815903752112
21,0,13041373129805713328
21,0,10807622899002036144
21,0,12753178075465043888
21,0,10519410252475322288
21,0,10159122351005159344
21,0,12248792612464807856
22,0,5259078464861896704
22,0,7060518315810357248
22,0,6700230345637494784
22,0,8789900572745793536
22,0,6411999970567913472
22,0,8501670197672017920
22,0,8141382228019249152
22,0,10231052455387594752
22,0,12176607528771387392
23,0,5259078464861896704
23,0,3313523425838104576
23,0,4970848088710449152
23,0,4754675306596796416
23,0,6988460721772627968
23,0,6772287939675621376
23,0,8717842978708064256
23,0,11095743583033427968
23,0,11311916640025118720
23,0,13689817793032554496
23,0,11888518679572711424
23,0,13978191105695877120
23,0,11600571977420965888
23,0,13402012927880792064
23,0,13041795326435330048
23,0,12825657728693635072
23,0,10736005093779769344
23,0,12537445082166921216
23,0,10447783651160033280
23,0,12249223570827708416
24,0,5259078464861896704
24,0,7060518315810357248
24,0,7276691097940918272
24,0,5042905682798706688
24,0,3241465831850639360
24,0,3025293049736857600
24,0,647392446485236736
24,0,2448832297433435140
24,0,359162070333525252
24,0,142989288219741446
24,0,2088544327243795719
24,0,4178214554343705991
24,0,6411999969519488391
24,0,6195827187409898887
24,0,8141382226436050311
24,0,10519282829956107655
24,0,12753068313851350407
24,0,13113373876227034503
24,0,11023738833499213191
24,0,8789953693201354119
24,0,6700283467175185799
24,0,8501723318131772807
24,0,10735508733844409735
24,0,12536948722231561607
24,0,12176669548134944135
25,0,5259078464861896704
25,0,3025293049686392832
25,0,4970848088710448128
25,0,6772287939658777600
25,0,9006073354842932224
25,0,9366361327180055552
25,0,11023685994347365376
25,0,11383974239414912000
25,0,13041299452043068416
25,0,12825161854301373440
25,0,10735509219387507712
25,0,12536949207774659584
25,0,10447287776767771648
25,0,12248727696435446784
26,0,5259078464861896704
26,0,5042905682748375040
26,0,7276691097924272128
26,0,7636979068147466240
26,0,7853151850328358912
26,0,9654591701410775040
26,0,9294303739811069952
26,0,11383973971205947392
26,0,11023686550772121600
26,0,8789901410474262528
26,0,6988461560599805952
26,0,9078131787716493312
26,0,10735456452736319488
26,0,13113357193426894848
26,0,12753104407609344000
26,0,12536949217681604608
26,0,10447287786674716672
26,0,12248727706342391808
27,0,5259078464861896704
27,0,7348748691962068992
27,0,9006073354867965952
27,0,10807513207963648000
27,0,13041298760578367488
27,0,12825161162836672512
27,0,11023738904074518528
27,0,13401639782204047360
27,0,13617882933062008832
27,0,11960699007678021632
27,0,9582800603449655296
27,0,11384240462987788288
27,0,9294570785643692032
27,0,7060785374762893312
27,0,4682884771528048640
27,0,2449099356352348160
27,0,2088811386162708736
27,0,4178481613262619008
27,0,4394654395376419200
27,0,6484324622476362112
27,0,6700497404594340224
27,0,8501937255550927232
27,0,8718110038201581952
27,0,10519549890223522176
27,0,12465104997967053184
27,0,12248941011946291584
28,0,5259078464861896704
28,0,3313523425838104576
28,0,2953235455648466944
28,0,4754675306596666368
28,0,4970848088710515712
28,0,6772287939658845184
28,0,8717842978691288064
28,0,11095743583016651776
28,0,12753068520766901248
28,0,13113374083142585344
28,0,10735508664263052288
28,0,12536948652650204160
28,0,10159056845491604480
28,0,12248727106951252992
29,0,5259078464861896704
29,0,3313523425838104576
29,0,1223853198738196480
29,0,3025293049686394896
29,0,647392446434774032
29,0,2448832297382972436
29,0,4394387336407026964
29,0,6484057563506969876
29,0,8429612602535218452
29,0,6195827187896323348
29,0,8141382226922474772
29,0,10231052454290820372
29,0,12464837903826324756
29,0,12248673917805563156
30,0,5259078464861896704
30,0,3025293049686392832
30,0,647392446434771968
30,0,2448832297382970372
30,0,4106156960255313156
30,0,6195827187355239684
30,0,8429612602533102852
30,0,10807513206321595652
30,0,9006073492812350724
30,0,9366361465149474052
30,0,11600146884620207364
30,0,11383975202018051332
30,0,9582535900825666820
30,0,11960436512667223300
30,0,9870768484590568708
30,0,7636983086594671876
30,0,5547312859561870596
30,0,7348752710510593284
30,0,4970852107292525828
30,0,6772291958240855300
30,0,4394391354997622020
30,0,4754679325187294468
30,0,6412003988059702532
30,0,8213443839012095236
30,0,10447229254456296708
30,0,12248669174123971844
31,1,5259078464861896704
31,1,7060518315810357248
31,1,7276691097940918272
31,1,5042905682798706688
31,1,6700230345671180288
31,1,9078130948931190784
31,1,8717842980889034752
31,1,10519282832910974976
31,1,8141382298378829824
31,1,6484057635774922752
31,1,6123769665589477376
31,1,8501670268843196416
31,1,10735455684555833344
31,1,12536895672942985216
31,1,12753077251149791232
31,1,11095770180463493120
31,1,9294330604393201664
31,1,9654618578877808640
31,1,7564948360367833088
31,1,5907623697562599424
31,1,3529723094312026112
31,1,1584168055287975936
31,1,1800340837401759776
32,0,5259078464861896704
32,0,7060518315810357248
32,0,6700230345637494784
32,0,6484057563532099584
32,0,8717842978712059904
32,0,8501670197672017920
32,0,8141382228019249152
32,0,10231052455387594752
32,0,12464837904923099136
32,0,12248673918902337536
33,1,5259078464861896704
33,1,7348748691962068992
33,1,4970848088744001536
33,1,3025293049720078336
33,1,2665005079530439680
33,1,719450040506385920
33,1,935622822620169732
33,1,3313523425871791628
33,1,1223853198771883532
33,1,1584141168961523228
33,1,1800313951075307068
34,0,5259078464861896704
34,0,7060518315810357248
34,0,9006073354851188736
34,0,11383973960250294272
34,0,9294304282906198016
34,0,7636979624328822784
34,0,7853152406509715456
34,0,5907597367619878912
34,0,3817927140521017344
34,0,5619366991469223936
34,0,3529696764369838080
34,0,1295911349194076160
34,0,935623379004436496
34,0,3025293606104346648
34,0,4682618268976690200
34,0,4466445486862971928
34,0,2088544883611382808
34,0,431220220739040408
34,0,70932250549400730
34,0,2448832853801022619
34,0,4106157516673365403
34,0,6484058119925003675
34,0,8141382782801540507
34,0,10231053010169886107
34,0,12464838459705390491
34,0,12248674473684628891
35,0,5259078464861896704
35,0,3313523425838104576
35,0,1223853198738196480
35,0,3025293049686394896
35,0,4682617712558738448
35,0,7060518315810425872
35,0,7276691097940986896
35,0,9654591701226163216
35,0,7853151858867899408
35,0,9942822086102027280
35,0,11600146766154238992
35,0,11960435835855506448
35,0,13905993073902816272
35,0,13690101766765743120
35,0,13329954534064458768
35,0,13113852120694852624
35,0,11312447454118743056
35,0,9078662588698790928
35,0,11024217629870328848
35,0,12825657755696434192
35,0,10736005120782568464
35,0,12537445109169720336
35,0,10447783678162832400
35,0,12249223597830507536
36,0,5259078464861896704
36,0,3025293049686392832
36,0,4970848088710448128
36,0,4754675306596795392
36,0,6988460721772626944
36,0,9366361325041026048
36,0,11311916368360047616
36,0,13401587145215771648
36,0,11023756910708327424
36,0,8789971770410468352
36,0,8429683801294570496
36,0,10519354028931351552
36,0,12753139512826594304
36,0,12536984322898854912
36,0,10735553268043678720
36,0,13113454008734254080
37,0,5259078464861896704
37,0,5619366435051798528
37,0,7564921474076377088
37,0,9654591701243396096
37,0,9870764491947114496
37,0,11960434736226893824
37,0,13617761598122491904
37,0,11384116920435081216
37,0,13041442133063237632
37,0,12825304535321542656
37,0,11023882276559388672
37,0,13401783154688917504
37,0,11600413672484896768
37,0,13978315375248146432
38,0,5259078464861896704
38,0,5619366435051798528
38,0,3241465831800700928
38,0,5042905682748901376
38,0,4682617712559392768
38,0,2737062673535404032
38,0,2376774703345764864
38,0,142989288169999104
38,0,359162070283782913
38,0,2160601921231981315
38,0,4394387336407747459
38,0,6772287939659402115
38,0,6411999969478151043
38,0,8213439820430543747
38,0,8429612602812763011
38,0,10231052454297832323
38,0,10447225270771354499
38,0,12248665190439029635
39,0,5259078464861896704
39,0,7636979068113780736
39,0,9294303731053232128
39,0,11383973962448109568
39,0,9582534661255725056
39,0,9942822640035299328
39,0,11600147320087511040
39,0,11960436389788778496
39,0,13905993627836088320
39,0,13690102320699015168
39,0,13329955087997730816
39,0,11096240041566142464
39,0,8718339713192427520
39,0,6772784675242115072
39,0,4683114448150593536
39,0,7061015051402280960
39,0,7277187833532841984
39,0,9078627684514594816
39,0,10735952349534420992
39,0,12537392337921572864
39,0,10447730906914684928
39,0,12249170826582360064
40,0,5259078464861896704
40,0,5042905682748375040
40,0,6700230345620848640
40,0,4754675306605182976
40,0,6988460721781014528
40,0,8789900572745990144
40,0,11023685988995497984
40,0,13401586867125026816
40,0,11600217384921006080
40,0,13689888711532544000
40,0,13906202231134683136
40,0,11960928667087339520
40,0,9871260639010684928
40,0,7925705617166499840
40,0,5836035390200807424
40,0,7637475241150054400
40,0,5547805014117253120
40,0,7349244865065975808
40,0,9294799904123584512
40,0,9078627126304768000
40,0,10735951791324594176
40,0,12537391779711746048
40,0,12753573357918552064
40,0,13113878920294236160
40,0,11312474253718126592
40,0,9655150140601597952
41,0,5259078464861896704
41,0,3025293049686392832
41,0,935622822586483712
41,0,2737062673534682120
41,0,4394387336407025160
41,0,6484057563506968072
41,0,8717842978686928392
41,0,10519282830708868616
41,0,12753068314604111368
41,0,12536913124676371976
41,0,10735482069821195784
41,0,11095770177449788936
41,0,9294330601379497480
41,0,7060545190498698760
41,0,4682644587263854088
41,0,2448859172088153608
41,0,2088571201898514184
41,0,143016162874460040
41,0,359188944988243849
41,0,719476915177883531
42,1,5259078464861896704
42,1,7348748691962068992
42,1,7564921474109407232
42,1,9366361325124714496
42,1,6988460726168059904
42,1,4754675311009071104
42,1,6411999973881479168
42,1,8789900577137295360
42,1,10735455617235091456
42,1,12825125981773955072
42,1,11023703723011801088
42,1,13401604601141329920
42,1,11600235118937309184
42,1,13689906445548847104
42,1,13906219965150986240
42,1,11960946401103642624
42,1,9871278373026988032
42,1,9655105608093073408
42,1,7853665765734809600
42,1,5619880350693261312
42,1,5836053132807569408
42,1,3602267717632851968
42,1,1800827866684657664
43,0,5259078464861896704
43,0,5042905682748375040
43,0,2665005079496884224
43,0,4754675306596794880
43,0,6988460721772626432
43,0,9366361325041025536
43,0,9006073359146353152
43,0,6772287946118070784
43,0,6411999975936819712
43,0,6195827193827230208
43,0,8141382232853381632
43,0,10231052460221727232
43,0,8429612643633267200
43,0,8789900614359777792
43,0,10735455654457573888
43,0,10519283009782743552
43,0,12753068493677986304
43,0,12536913303750246912
43,0,12176634129653629440
44,0,5259078464861896704
44,0,7636979068113780736
44,0,9294303731053232128
44,0,9078130953234415616
44,0,8717842985192259584
44,0,11095743589517623296
44,0,10735455894205890560
44,0,13113356634896465920
44,0,13329564601382338560
44,0,11384079931102461952
44,0,11600253262972059648
44,0,13689924589583597568
44,0,13906238109185736704
44,0,11960964545138393088
44,0,9871296517061738496
44,0,9655123752127823872
44,0,7853683909769560064
44,0,5908128870879723520
44,0,3530228267629150208
44,0,3314055485515370496
44,0,4971380148387715072
44,0,4755207366274062336
44,0,6988992781449893888
44,0,6772819999352887296
44,0,8430144662233618432
44,0,10519814889870399488
44,0,8141914355338254336
44,0,10231584582706599936
44,0,12177139656090392576
45,0,5259078464861896704
45,0,7060518315810357248
45,0,8717842978699476992
45,0,10807513206873128960
45,0,8429612741060460544
45,0,10519282968697241600
45,0,8141382434165096448
45,0,10231052661533442048
45,0,12176607734917234688
46,0,5259078464861896704
46,0,3025293049686392832
46,0,2665005079496754176
46,0,431219664320988672
46,0,647392446434772482
46,0,2448832297382970886
46,0,4106156960255313670
46,0,4466444930444969734
46,0,4682617712558786310
46,0,6772287939658761990
46,0,8429612602539493126
46,0,6195827187900598022
46,0,8141382226926749446
46,0,10231052454295095046
46,0,10447225270768617222
46,0,12248665190436292358
47,0,5259078464861896704
47,0,3313523425838104576
47,0,1223853198738196480
47,0,3025293049686394896
47,0,647392446434774032
47,0,431219664320990228
47,0,2376774703345044502
47,0,4178214554293243158
47,0,6123769593317313814
47,0,4466444930447068438
47,0,6700230345622867222
47,0,6484057563517472022
47,0,8429612602545720598
47,0,8213439820968807702
47,0,10447225236413009174
47,0,12248665156080684310
48,0,5259078464861896704
48,0,7060518315810357248
48,0,7276691097940918272
48,0,9366361325074382848
48,0,9582534111483133952
48,0,11960434723324690432
48,0,11600148952158306304
48,0,11383977269556150272
48,0,9006077216060342272
48,0,8789904436094042112
48,0,6700234210067873792
48,0,5042909547203919872
48,0,4682621577014411264
48,0,2737066537990422528
48,0,4394391200862765568
48,0,6195831051810996736
48,0,4106160824713183744
48,0,6484061427964822016
48,0,8141386090841358848
48,0,8501674061299433984
48,0,10735459477012070912
48,0,10519286832337240576
48,0,12753072316232483328
48,0,12536917126304743936
48,0,10159025319146144256
48,0,12248695580605792768
49,0,5259078464861896704
49,0,3313523425838104576
49,0,3529696207951890432
49,0,5619366435051804672
49,0,5835539217166112768
49,0,7925209444267071488
49,0,9582534107273631744
49,0,9942822086053206016
49,0,11600146766105417728
49,0,13689818092716955648
49,0,11312058226953689088
49,0,11095885994595719168
49,0,12753210932345968640
49,0,10519443109356247040
49,0,8429772950975813632
49,0,8213600169398900736
49,0,6123929942567426048
49,0,4466605279697180672
49,0,4106317309507573760
49,0,2160762270483535872
49,0,71092043383625856
49,0,2448992646635247745
49,0,2665165428749031809
49,0,5043066032000654209
49,0,4682778061811145601
49,0,6484217912759409537
49,0,6700390694877387649
49,0,7060678665075415937
49,0,8718003327964535681
49,0,10807673556138187649
49,0,9006233842628942721
49,0,7348909181904083841
49,0,7565081964051422081
49,0,9366521815066729345
50,0,5259078464861896704
50,0,5042905682748375040
50,0,6988460721772560384
50,0,9366361325040959488
50,0,7564921478387728384
50,0,5619366439430782976
50,0,7853151854607073280
50,0,9654591705689489408
50,0,11600146753303478272
50,0,11383975070701322240
50,0,13329530659481190400
50,0,11095815613049602048
50,0,10735527917737869312
50,0,12536967906125021184
50,0,12176688732028403712
51,0,5259078464861896704
51,0,5619366435051798528
51,0,3241465831800700928
51,0,1007680416624936960
51,0,2665005079497279496
51,0,5042905682748901896
51,0,4682617712559393288
51,0,7060518315811080712
51,0,9006073354851912200
51,0,7348748694127053320
51,0,7564921476274391560
51,0,9942822079593122312
51,0,11888377135797045768
51,0,11672206552706517512
51,0,9294307048966523400
51,0,11095746904209689096
51,0,11311919961201379848
51,0,13401590738057103880
51,0,13041373136611641864
51,0,12825235538869946888
51,0,10735582903956081160
51,0,12537022892343233032
51,0,12176743718246615560
52,0,5259078464861896704
52,0,5042905682748375040
52,0,6700230345620848640
52,0,8789900572729147392
52,0,9006073355916673024
52,0,7060518319040102400
52,0,7276691101170663424
52,0,9366361328304128000
52,0,11600146747774861312
52,0,9942823184414146560
52,0,11888378240618070016
52,0,13978050666741235712
52,0,13618044171528306688
52,0,13402012126902878208
52,0,11312412268547145728
52,0,11096240036189175808
52,0,10735952340877443072
52,0,12537392329264594944
52,0,10447730898257707008
52,0,12249170817925382144
53,0,5259078464861896704
53,0,7636979068113780736
53,0,7853151850294673408
53,0,5907596811404836864
53,0,3529696208154263552
53,0,1295910792978501632
53,0,935622822788861968
53,0,3025293049888772120
53,0,4970848088912827416
53,0,4754675306799174680
53,0,6700230345823294488
53,0,8789900572931593240
53,0,6411999970753713176
53,0,8501670197857817624
53,0,8141382228205048856
53,0,10231052455573394456
53,0,12176607528957187096
54,0,5259078464861896704
54,0,7636979068113780736
54,0,9870764483356655616
54,0,11672204351484723200
54,0,13617760490020405248
54,0,11384115812332994560
54,0,9582676511140610048
54,0,9366503737616760832
54,0,6988603138660106240
54,0,8790042989625081856
54,0,9006215772812607488
54,0,10807655625908289536
54,0,8429755160095621120
54,0,10519425387732402176
54,0,8141524853200257024
54,0,10231195080568602624
54,0,12464980530104107008
54,0,12248816544083345408
55,0,5259078464861896704
55,0,7348748691962068992
55,0,9294303731019677696
55,0,11095743586262843392
55,0,11311916643254534144
55,0,9654592530138005504
55,0,11888377953903706112
55,0,13978050380026871808
55,0,13618043884813942784
55,0,13402011840188514304
55,0,13041794238743052288
55,0,12825656641001357312
55,0,10736004006087491584
55,0,12537443994474643456
55,0,10447782563467755520
55,0,12249222483135430656
56,0,5259078464861896704
56,0,7636979068113780736
56,0,5835539217232691200
56,0,7925209444333649920
56,0,9582534107340210176
56,0,9942822086119784448
56,0,11600146766171996160
56,0,9366362450507857920
56,0,11311917493826879488
56,0,13689818646834315264
56,0,13329671414133030912
56,0,13113569000763424768
56,0,11023933958035603456
56,0,12825374083861708800
56,0,10735721448947843072
56,0,12537161437334994944
56,0,10159269630176395264
56,0,12248939891636043776
57,0,5259078464861896704
57,0,7636979068113780736
57,0,5835539217232691200
57,0,7925209444333649920
57,0,5547308841216245760
57,0,7348748692164968448
57,0,4970848088946900992
57,0,6772287939895230464
57,0,4682617712803708928
57,0,6484057563751972864
57,0,8141382226628509696
57,0,6195827187872890880
57,0,8429612603050754048
57,0,10231052454535823360
57,0,12176607527919616000
58,0,5259078464861896704
58,0,7060518315810357248
58,0,6700230345637494784
58,0,4754675306621829120
58,0,4394387336432254976
58,0,6195827187380486144
58,0,8429612602558349312
58,0,10231052454043418624
58,0,8141382261303246848
58,0,6484057598699339776
58,0,4106156995451912192
58,0,2160601956427874304
58,0,2376774738541658240
58,0,719450075669315968
58,0,935622857783099780
58,0,2737062708731298188
58,0,2953235490845082508
58,0,1295910827972741004
58,0,1512083610086524828
58,0,3313523461034723260
58,0,4970848123907067836
58,0,7348748727158820796
58,0,5547308876244176828
58,0,7925209479496323004
58,0,5835539252530630588
58,0,7636979103479877564
58,0,9582534142571040700
58,0,9366361369047191484
58,0,9006073403152519100
58,0,8789900623186218940
58,0,11023686039435726780
58,0,10807513532199849916
58,0,13041299084814569404
58,0,12825161487072874428
58,0,12464891109069279164
58,0,10519344866138247100
58,0,12176669597730066364
59,1,5259078464861896704
59,1,5619366435051798528
59,1,3817926584104124416
59,1,5907596811204042752
59,1,3529696207953469440
59,1,3313523425839689728
59,1,2953235455650052096
59,1,5042905682749963264
59,1,6988460721774148608
59,1,4754675306615159808
59,1,6700230345639279616
59,1,8789900572747578368
59,1,8429612603631680512
59,1,10519282831268461568
59,1,10735455682101722112
59,1,12825126046640585728
59,1,11023703787878431744
59,1,11383992032945978368
59,1,9006091979450170368
59,1,7348767318725311488
59,1,9582552733934631936
59,1,7925228079652224000
59,1,9870783118810496000
59,1,11672222986938563584
59,1,13617779125474245632
59,1,11960595200090258432
59,1,13906152438137568256
60,0,5259078464861896704
60,0,7348748691962068992
60,0,9006073354867965952
60,0,11095743584115359744
60,0,13041298898017320960
60,0,12825161300275625984
60,0,10735508665361760256
60,0,12536948653748912128
60,0,10447287222742024192
60,0,12248727142409699328
61,0,5259078464861896704
61,0,3025293049686392832
61,0,3241465831800177664
61,0,5042905682748378112
61,0,6700230345620851712
61,0,9078130948880862208
61,0,7276691100080147456
61,0,9654591703365323776
61,0,9870764494069042176
61,0,11672204362197109760
