Jogo,Ganhador,Historico
40,0,13113878920294236160
40,0,11312474253718126592
40,0,9655150140601597952
41,0,5259078464861896704
41,0,3025293049686392832
41,0,935622822586483712
41,0,2737062673534682120
41,0,4394387336407025160
41,0,6484057563506968072
41,0,8717842978686928392
41,0,10519282830708868616
41,0,12753068314604111368
41,0,12536913124676371976
41,0,10735482069821195784
41,0,11095770177449788936
41,0,9294330601379497480
41,0,7060545190498698760
41,0,4682644587263854088
41,0,2448859172088153608
41,0,2088571201898514184
41,0,143016162874460040
41,0,359188944988243849
41,0,719476915177883531
42,1,5259078464861896704
42,1,7348748691962068992
42,1,7564921474109407232
42,1,9366361325124714496
42,1,6988460726168059904
42,1,4754675311009071104
42,1,6411999973881479168
42,1,8789900577137295360
42,1,10735455617235091456
42,1,12825125981773955072
42,1,11023703723011801088
42,1,13401604601141329920
42,1,11600235118937309184
42,1,13689906445548847104
42,1,13906219965150986240
42,1,11960946401103642624
42,1,9871278373026988032
42,1,9655105608093073408
42,1,7853665765734809600
42,1,5619880350693261312
42,1,5836053132807569408
42,1,3602267717632851968
42,1,1800827866684657664
43,0,5259078464861896704
43,0,5042905682748375040
43,0,2665005079496884224
43,0,4754675306596794880
43,0,6988460721772626432
43,0,9366361325041025536
43,0,9006073359146353152
43,0,6772287946118070784
43,0,6411999975936819712
43,0,6195827193827230208
43,0,8141382232853381632
43,0,10231052460221727232
43,0,8429612643633267200
43,0,8789900614359777792
43,0,10735455654457573888
43,0,10519283009782743552
43,0,12753068493677986304
43,0,12536913303750246912
43,0,12176634129653629440
44,0,5259078464861896704
44,0,7636979068113780736
44,0,9294303731053232128
44,0,9078130953234415616
44,0,8717842985192259584
44,0,11095743589517623296
44,0,10735455894205890560
44,0,13113356634896465920
44,0,13329564601382338560
44,0,11384079931102461952
44,0,11600253262972059648
44,0,13689924589583597568
44,0,13906238109185736704
44,0,11960964545138393088
44,0,9871296517061738496
44,0,9655123752127823872
44,0,7853683909769560064
44,0,5908128870879723520
44,0,3530228267629150208
44,0,3314055485515370496
44,0,4971380148387715072
44,0,4755207366274062336
44,0,6988992781449893888
44,0,6772819999352887296
44,0,8430144662233618432
44,0,10519814889870399488
44,0,8141914355338254336
44,0,10231584582706599936
44,0,12177139656090392576
45,0,5259078464861896704
45,0,7060518315810357248
45,0,8717842978699476992
45,0,10807513206873128960
45,0,8429612741060460544
45,0,10519282968697241600
45,0,8141382434165096448
45,0,10231052661533442048
45,0,12176607734917234688
46,0,5259078464861896704
46,0,3025293049686392832
46,0,2665005079496754176
46,0,431219664320988672
46,0,647392446434772482
46,0,2448832297382970886
46,0,4106156960255313670
46,0,4466444930444969734
46,0,4682617712558786310
46,0,5042905682748491526
46,0,7276691097924388614
46,0,9654591701209564934
46,0,7853151858851301126
46,0,9942822086085428998
46,0,7564921500013676294
46,0,9366361351028983558
46,0,11311916394348005126
46,0,11672204914293458694
46,0,13905991428980852486
46,0,11960717864933508870
46,0,13618044726829106950
46,0,13402012682203678470
46,0,13041795080758216454
46,0,10808044849954539270
46,0,12753600026417547014
46,0,12537444836489807622
46,0,10159553029331207942
46,0,12249223290790856454
47,0,5259078464861896704
47,0,7060518315810357248
47,0,4682617712575512576
47,0,2448832297399812096
47,0,2665005079513596160
47,0,431219664337830656
47,0,70931694148190978
47,0,2160601921248101123
47,0,4106156960272155523
47,0,6195827187372082051
47,0,6411999969487963011
47,0,8213439820440355715
47,0,8429612602822574979
47,0,10231052454307644291
47,0,12176607527691436931
48,0,5259078464861896704
48,0,7636979068113780736
48,0,5547308841080979456
48,0,7348748692029702144
48,0,6988460721873616896
48,0,4754675306714628096
48,0,2376774703463071744
48,0,142989288287305984
48,0,359162070401089793
48,0,719450040590729475
48,0,2665005079614783751
48,0,4466444930562982663
48,0,6411999969587069703
48,0,8501670196691174151
48,0,6123769593976423175
48,0,8213439821078430471
48,0,10447225236522631943
48,0,12248665156190307079
49,0,5259078464861896704
49,0,7348748691962068992
49,0,6988460721805983744
49,0,5042905682798706688
49,0,3241465831850639360
49,0,1007680416674875392
49,0,2665005079547217928
49,0,431219664371452424
49,0,2088544327243794954
49,0,4178214554343705226
49,0,4394387336457505418
49,0,6195827187405736586
49,0,8429612602583599754
49,0,10519282830220380810
49,0,8141382295688235658
49,0,10231052523056581258
49,0,12464837972592085642
49,0,12248673986571324042
50,0,5259078464861896704
50,0,3025293049686392832
50,0,1223853198738195456
50,0,1007680416624411664
50,0,647392446434771992
50,0,2448832297382970396
50,0,359162070283060508
50,0,2737062673534682398
50,0,4682617712558737182
50,0,7060518315810424606
50,0,9006073354851256094
50,0,9366361327188379422
50,0,9582534113597130526
50,0,7348748707011299102
50,0,5547308856096655134
50,0,7636979083197089566
50,0,9870764498439964446
50,0,11960434742719743774
50,0,11600148971553359646
50,0,11383977288951203614
50,0,13041302501579360030
50,0,12825164903837665054
50,0,11023742645075511070
50,0,13401643523205039902
50,0,13617886674063001374
50,0,13978315381740996382
51,0,5259078464861896704
51,0,3025293049686392832
51,0,935622822586483712
51,0,719450040472699912
51,0,2665005079496754188
51,0,431219664320988684
51,0,2376774703345042958
51,0,4754675306596665102
51,0,4970848088710514446
51,0,7060518315810555662
51,0,9006073354851387150
51,0,7348748694126528270
51,0,5547308843211884302
51,0,7925209446464030478
51,0,9870764485622302478
51,0,9654591720688387854
51,0,7564921502178412302
51,0,9366361353193719566
51,0,11600146772664452878
51,0,13401587723124279054
51,0,11311987864768546574
51,0,13689889017775982350
51,0,11888589904316139278
51,0,13978262330439304974
52,0,5259078464861896704
52,0,5619366435051798528
52,0,3817926584104124416
52,0,5907596811204042752
52,0,7853151850229145600
52,0,7636979068249579520
52,0,9582534107340742656
52,0,11672204343030587392
52,0,9870765591594016768
52,0,11960435835873796096
52,0,13905993073921105920
52,0,13690101766784032768
52,0,13329954534082748416
52,0,11384469863802871808
52,0,9294800186458775552
52,0,9078627408639959040
52,0,6700726807535820800
52,0,8790397034644119552
52,0,11024182450893627392
52,0,10808009943657750528
52,0,13041795496272470016
52,0,12825657898530775040
52,0,12465387520527179776
52,0,12249223534506418176
53,0,5259078464861896704
53,0,3313523425838104576
53,0,935622822586484736
53,0,719450040472700936
53,0,2665005079496755212
53,0,5042905682748377612
53,0,2953235455648598540
53,0,4754675306596797964
53,0,6988460721772629516
53,0,9366361325041028620
53,0,7564921478387797516
53,0,9942822081706528268
53,0,11888377137910451724
53,0,13689819187881905676
53,0,13329671955180621324
53,0,13113569541811015180
53,0,11312164875234905612
53,0,11095992642876935692
53,0,9006322690654932492
53,0,6772537277626650124
53,0,6412249307445399052
53,0,8501919534549503500
53,0,6124018931834752524
53,0,8213689158936759820
53,0,10447474574380961292
53,0,12248914494048636428
54,0,5259078464861896704
54,0,7348748691962068992
54,0,9294303731019677696
54,0,7636979072442302464
54,0,9582534111533465600
54,0,9942822090313039872
54,0,11888377146516963328
54,0,13689819196488417280
54,0,11312059330725150720
54,0,13401730107580874752
54,0,13041512506135412736
54,0,12825374908393717760
54,0,11023952649631563776
54,0,10807780142395686912
54,0,8718110052734730240
54,0,10519549904756670464
54,0,8429879746376237056
54,0,8213706964799324160
54,0,6412267114119561216
54,0,4466712075099701248
54,0,6700497490275500032
54,0,5043172827411546112
54,0,3241732976463478784
54,0,3025560194349697024
54,0,2665272224160058368
54,0,719717185136004608
54,0,2377041848008347140
54,0,2160869065894563588
54,0,71198838794653572
54,0,431486808984293253
55,0,5259078464861896704
55,0,5042905682748375040
55,0,3241465831800307712
55,0,1007680416624543744
55,0,1223853198738327560
55,0,3025293049686525976
55,0,647392446434905112
55,0,431219664321121308
55,0,70931694131481630
55,0,2160601921231391775
55,0,4106156960255446175
55,0,6484057563507084447
55,0,6700230345625062559
55,0,7060518315823090847
55,0,4682617712588246175
55,0,4466444930474527903
55,0,6123769593346903199
55,0,8213439820448910495
55,0,8429612602831129759
55,0,10231052454316199071
55,0,12464837903851703455
55,0,12248673917830941855
56,0,5259078464861896704
56,0,5619366435051798528
56,0,7276691097924665344
56,0,5042905682782453760
56,0,2953235455682674688
56,0,719450040506909696
56,0,2376774703379252228
56,0,431219664355198212
56,0,2665005079530964230
56,0,4466444930479163142
56,0,6411999969503250182
56,0,8213439820455642886
56,0,6123769593624168198
56,0,4178214554602211078
56,0,2088544327502317318
56,0,142989288478263174
57,1,5259078464861896704
57,1,7060518315810357248
57,1,7276691097940918272
57,1,7636979068164112384
57,1,5547308841131311104
57,1,7925209444383457280
57,1,5835539217417764864
57,1,3601753802243047424
57,1,1800313951294853120
58,0,5259078464861896704
58,0,7636979068113780736
58,0,5835539217232691200
58,0,7925209444333649920
58,0,9582534107340210176
58,0,9366361333816360960
58,0,9006073367921688576
58,0,8789900587955388416
58,0,8429612618839490560
58,0,10807513222627983360
58,0,12753068399090991104
58,0,12536913209163251712
58,0,12176634035066634240
59,1,5259078464861896704
59,1,7636979068113780736
59,1,9582534107204943872
59,1,11672204342894788608
59,1,11311917472216776704
59,1,11095745239858806784
59,1,13329530929912479744
59,1,13689889268846297088
59,1,13906202788448436224
59,1,11960929224401092608
59,1,9871261196324438016
59,1,7925706174480252928
59,1,5836035947514560512
59,1,5619863165401825280
59,1,3818423314454151168
59,1,1872868275430105088
60,0,5259078464861896704
60,0,3025293049686392832
60,0,4682617712558736384
60,0,7060518315810423808
60,0,9006073354851255296
60,0,11095743584098649088
60,0,11311916641090339840
60,0,13689817794097775616
60,0,11888518680637932544
60,0,13978191106761098240
60,0,11600571978486187008
60,0,13402012928946013184
60,0,13041795327500551168
60,0,12825657729758856192
60,0,10736005094844990464
60,0,12537445083232142336
60,0,12177165909135524864
61,0,5259078464861896704
61,0,7348748691962068992
61,0,6988460721805983744
61,0,9078130948922671104
61,0,6700230347818532864
61,0,8501670198775119872
61,0,6123769596060368896
61,0,8213439823162376192
61,0,6411999972482613248
61,0,8789900575738429440
61,0,11023685991987937280
61,0,10807513484752060416
61,0,13041299037366779904
61,0,12825161439625084928
61,0,12464891061621489664
61,0,12248727075600728064
62,0,5259078464861896704
62,0,7348748691962068992
62,0,9582534107171389440
62,0,9942822085950963712
62,0,7853151876030922752
62,0,5907596837141086208
62,0,5547308866952495104
62,0,7636979094052929536
62,0,9294303756992380928
62,0,7060518346111582208
62,0,4682617742876737536
62,0,6772287969976713216
62,0,8717843009009156096
62,0,11095743613334519808
62,0,13329529303388192768
62,0,11384044633108316160
62,0,11600217964977913856
62,0,11960507034679181312
62,0,13617833896574779392
62,0,13978262604252774400
63,0,5259078464861896704
63,0,7636979068113780736
63,0,7853151850294673408
63,0,9942822077528801280
63,0,9582534124519030784
63,0,11672204360208875520
63,0,13329530122592845824
63,0,11095815076161257472
63,0,9006145123939254272
63,0,7060590087062683648
63,0,4970919859979550720
63,0,6772359710927880192
63,0,8429684373808611328
63,0,10519354601445392384
63,0,10735527452278652928
63,0,13113428192969228288
63,0,11312023526393118720
63,0,13689924679400554496
63,0,11888625565940711424
63,0,13978297992063877120
64,0,5259078464861896704
64,0,7060518315810357248
64,0,9006073354851188736
64,0,10807513207946870784
64,0,8429612742134202368
64,0,8213439960557289472
64,0,6123769733725814784
64,0,6484057703917551616
64,0,4106157100670124032
64,0,4466445070859780096
64,0,2665005219911614464
64,0,4754675447011525120
64,0,2953235596063392256
64,0,719450180887627264
64,0,359162210697987588
64,0,142989428584203782
64,0,2088544467608258055
64,0,2448832437797897863
65,0,5259078464861896704
65,0,3025293049686392832
65,0,4970848088710448128
65,0,3313523425838236672
65,0,935622822586616832
65,0,2737062673534815240
65,0,4682617712558870024
65,0,6484057563507133960
65,0,8429612602535382536
65,0,10807513206323875336
65,0,8717843116662918664
65,0,10519282968684858888
65,0,8141382434152713736
65,0,10231052661521059336
65,0,12464838111056563720
65,0,12248674125035802120
66,0,5259078464861896704
66,0,7348748691962068992
66,0,5547308841047425024
66,0,7636979068147859456
66,0,7853151850328752128
66,0,9654591701411168256
66,0,9870764492114886656
66,0,11672204360242954240
66,0,13329530122626924544
66,0,11095815076195336192
66,0,12753140013945585664
66,0,13113445576321269760
66,0,11312040909745160192
66,0,13689942062752595968
66,0,13906255582354735104
66,0,11960982018307391488
67,0,5259078464861896704
67,0,7348748691962068992
67,0,4970848088744001536
67,0,3025293049720078336
67,0,935622822620169216
67,0,719450040506385416
67,0,2376774703378727948
67,0,4466444930478638348
67,0,6411999969502725388
67,0,8213439820455118092
67,0,6123769593623643404
67,0,8501670196877362444
67,0,6700230346466034956
67,0,7060518316664063244
67,0,4682617713429218572
67,0,2737062674405229836
67,0,359162071153608460
67,0,142989289039824654
67,0,2088544328063878927
67,0,4178214555163789199
68,0,5259078464861896704
68,0,7636979068113780736
68,0,7276691097991249920
68,0,9078130948973002752
68,0,10735455613992828928
68,0,8789900712407728128
68,0,6412000110229848064
68,0,8501670337333952512
68,0,6123769734619201536
68,0,8213439961721208832
68,0,10158995001013698560
68,0,12248665262473347072
69,0,5259078464861896704
69,0,5619366435051798528
69,0,3817926584104124416
69,0,5907596811204042752
69,0,7564921474077433856
69,0,9942822077396164608
69,0,11888377133600088064
69,0,13689819183571542016
69,0,13329671950870257664
69,0,13113569537500651520
69,0,11312164870924541952
69,0,9078380005504589824
69,0,9294552789765857280
69,0,7348997755036770304
69,0,6988709784880685056
69,0,5043154745873408000
69,0,6700479408745881600
69,0,8790149635854180352
69,0,11023935052103688192
69,0,12825375177929793536
69,0,10735722543015927808
69,0,12537162531403079680
69,0,10447501100396191744
69,0,12248941020063866880
70,0,5259078464861896704
70,0,7060518315810357248
70,0,7276691097940918272
70,0,9078130948922671104
70,0,6700230347818532864
70,0,5042905684954578944
70,0,3241465834006511616
70,0,3025293051892729856
70,0,2665005081703091200
70,0,4754675308803001856
70,0,2376774705551445504
70,0,142989290375679744
70,0,2088544329399734017
70,0,4178214556499644289
70,0,6411999971675426689
70,0,8213439822627819393
70,0,8429612605010038657
70,0,10231052456495107969
70,0,12464837906030612353
70,0,12248673920009850753
71,0,5259078464861896704
71,0,7060518315810357248
71,0,7276691097940918272
71,0,9078130948922671104
71,0,11023685990094209024
71,0,11383974235161755648
71,0,11600147567031353344
71,0,9654593627518926848
71,0,9870766418222645248
71,0,11960436662502424576
71,0,13905993900549734400
71,0,13690102593412661248
71,0,13329955360711376896
71,0,13113852947341770752
71,0,10735987528462237696
71,0,12825657893001101312
71,0,10447774881935523840
71,0,12249214801603198976
72,0,5259078464861896704
72,0,7636979068113780736
72,0,7853151850294673408
72,0,9654591701377089536
72,0,11600146748991078400
72,0,9942823185630363648
72,0,11888378241834287104
72,0,13978050667957452800
72,0,13618044172744523776
72,0,13402012128119095296
72,0,11312412269763362816
72,0,11096240037405392896
72,0,10735952342093660160
72,0,12537392330480812032
72,0,12753573908687618048
72,0,13113879471063302144
73,0,5259078464861896704
73,0,7060518315810357248
73,0,6700230345637494784
73,0,5042905682773540864
73,0,2953235455673761792
73,0,1295910792801420288
73,0,3529696207977186320
73,0,5619366435077100560
73,0,7853151850253390864
73,0,9654591701335806992
73,0,9294303739736101904
73,0,11095743594979267600
73,0,8717843266605552656
73,0,10807513494779204624
73,0,13041299047393924112
73,0,12825161449652229136
73,0,12464891071648633872
73,0,12248727085627872272
74,0,5259078464861896704
74,0,5619366435051798528
74,0,7564921474076377088
74,0,9366361325091684352
74,0,11023685992258994176
74,0,13113356494236811264
74,0,11311951827660701696
74,0,9078166962240749568
74,0,8717878994198593536
74,0,10807549222372245504
74,0,8429648756559577088
74,0,10519318984196358144
74,0,8141418449664212992
74,0,10231088677032558592
74,0,12464874126568062976
74,0,12248710140547301376
75,0,5259078464861896704
75,0,7060518315810357248
75,0,6700230345637494784
75,0,6484057563532099584
75,0,8141382226408636416
75,0,10231052453776982016
75,0,8429612637188521984
75,0,6195827222549626880
75,0,4106156995451813888
75,0,2448832332579487744
75,0,359162105479577856
75,0,2737062708731199746
75,0,4970848123906966274
75,0,7348748727158719234
75,0,9006073390064616194
75,0,8789900610098316034
75,0,11023686026347823874
75,0,10807513519111947010
75,0,13041299071726666498
75,0,12825161473984971522
75,0,12464891095981376258
75,0,10519344853050344194
75,0,12176669584642163458
76,0,5259078464861896704
76,0,5042905682748375040
76,0,4682617712558866432
76,0,3025293049686589440
76,0,647392446434968576
76,0,431219664321184772
76,0,2376774703345239046
76,0,142989288169473286
76,0,2088544327193527559
76,0,4178214554293437831
76,0,6411999969469220231
76,0,6772287939663054215
76,0,8717842978695497095
76,0,8501670197655455111
76,0,10735455613368092039
76,0,10519282968693261703
76,0,8141382434161116551
76,0,10231052661529462151
76,0,12176607734913254791
77,0,5259078464861896704
77,0,7636979068113780736
77,0,7276691097991249920
77,0,7060518315911020544
77,0,8717842978800140288
77,0,10807513206973792256
77,0,12753068383436800000
77,0,12536913193509060608
77,0,10447251762502172672
77,0,12248691682169847808
78,0,5259078464861896704
78,0,7348748691962068992
78,0,7564921474109407232
78,0,5619366435152461824
78,0,7853151850328752128
78,0,9654591701411168256
78,0,11600146749025157120
78,0,9942823185664442368
78,0,11888378241868365824
78,0,13978050667991531520
78,0,13618044172778602496
78,0,11384399495091191808
78,0,13329955083871059968
78,0,13113852670501453824
78,0,12753599884683902976
78,0,12537444694756163584
78,0,10736013639900987392
78,0,8790458738315886592
78,0,8430170769199988736
78,0,10231610620685058048
78,0,10447783437158580224
78,0,12249223356826255360
79,0,5259078464861896704
79,0,5619366435051798528
79,0,3529696207952412672
79,0,3313523425838632960
79,0,935622822587013120
79,0,719450040473229320
79,0,2953235455648995340
79,0,4754675306597194764
79,0,2376774703345638412
79,0,4466444930445548812
79,0,6411999969469635852
79,0,6772287939663469836
79,0,8717842978695912716
79,0,8501670197655870732
79,0,10735455613368507660
79,0,10519282968693677324
79,0,8141382434161532172
79,0,10231052661529877772
79,0,12176607734913670412
80,0,5259078464861896704
80,0,7636979068113780736
80,0,7276691097991249920
80,0,5619366435152461824
80,0,5835539217266769920
80,0,7925209444367728640
80,0,9870764483526000640
80,0,11960434727805779968
80,0,11600148956639395840
80,0,9366364640975257600
80,0,9006076675080585216
80,0,11095746904327979008
80,0,8717846575954264064
80,0,6484061161852239872
80,0,4682621310908235776
80,0,4466448528794517504
80,0,4106160558604910592
80,0,6195830785704837120
80,0,8429616200882700288
80,0,8213443419305787392
80,0,10158998458598277120
80,0,12248668720057925632
81,0,5259078464861896704
81,0,3313523425838104576
81,0,935622822586484736
81,0,2737062673534683144
81,0,359162070283061768
81,0,142989288169277962
81,0,2376774703345043979
81,0,4754675306596666123
81,0,4394387336407091979
81,0,6772287939658746635
81,0,9006073354842901259
81,0,11383973960242006795
81,0,13617759925173586699
81,0,13401727880548158219
81,0,11600358398344137483
81,0,13978260101107387147
81,0,11888871348984187659
81,0,9655088132831677195
81,0,7277187538169989899
81,0,5043402123027778315
81,0,6988957162051963659
81,0,8790397013016939275
81,0,8430109043901041419
81,0,6196323629262146315
81,0,6412496411378027275
81,0,8213936262330419979
81,0,10447721677774621451
81,0,12249161597442296587
82,0,5259078464861896704
82,0,3313523425838104576
82,0,3529696207951890432
82,0,5619366435051804672
82,0,7853151850228094976
82,0,9942822077462222848
82,0,9582534124452452352
82,0,11672204360142297088
82,0,13329530122526267392
82,0,11095815076094679040
82,0,8717914747720964096
82,0,6772359709770651648
82,0,4394459106527418368
82,0,2448904067503396864
82,0,647464216555198720
82,0,431291434441414916
82,0,2665076849617180934
82,0,5042977452868803334
82,0,4682689482679294726
82,0,6484129333627558662
82,0,6123841363442113286
82,0,4178286324420156166
82,0,2088616097320262406
82,0,143061058296208262
83,0,5259078464861896704
83,0,5042905682748375040
83,0,3241465831800307712
83,0,1007680416624543744
83,0,1223853198738327560
83,0,3025293049686525976
83,0,2665005079496887320
83,0,2448832297383104024
83,0,70931694131482392
83,0,2160601921231392537
83,0,4106156960255446937
83,0,6484057563507085209
83,0,4394387336411369369
83,0,4754675306601041817
83,0,6700230345625161625
83,0,8789900572733460377
83,0,10735455612831256473
83,0,8501670335094443929
83,0,6123769732379692953
83,0,8213439959481700249
83,0,10158994998774189977
83,0,12248665260233838489
84,0,5259078464861896704
84,0,7348748691962068992
84,0,6988460721805983744
84,0,4754675306646994944
84,0,2665005079547150336
84,0,3025293049736790528
84,0,647392446485169664
84,0,431219664371385860
84,0,2088544327243728390
84,0,142989288219674246
84,0,2376774703395440263
84,0,4178214554343638919
84,0,6411999969519421319
84,0,8789900572775237511
84,0,11023685989024745351
84,0,10807513481788868487
84,0,9006073768279623559
84,0,9366361740616746887
84,0,11311916783935768455
84,0,11672205303881222023
84,0,9582536176292939655
84,0,7925211522010531719
84,0,9870766561168803719
84,0,11960436805448583047
84,0,13905994043495892871
84,0,13690102736358819719
84,0,13329955503657535367
84,0,13113853090287929223
84,0,12753600304470378375
84,0,12537445114542638983
84,0,12177165940446021511
85,1,5259078464861896704
85,1,7636979068113780736
85,1,9582534107204943872
85,1,9366361333681094656
85,1,6988460734724440064
85,1,7348748704930856960
85,1,9006073367836753920
85,1,8789900587870453760
85,1,6411999985692573696
85,1,6772287955886407680
85,1,4394387352643174400
85,1,4178214570529423360
85,1,2376774719581241344
85,1,142989304405475584
85,1,2088544343429529857
85,1,431219680557187457
85,1,647392462670971267
85,1,2737062689770881415
85,1,4970848104946647943
85,1,3313523442074436487
85,1,5547308857250204551
85,1,3601753818226674567
85,1,1800313967278480263
86,0,5259078464861896704
86,0,7348748691962068992
86,0,6988460721805983744
86,0,4754675306646994944
86,0,2376774703395438592
86,0,719450040523096320
86,0,2665005079547150596
86,0,4466444930495349508
86,0,4106156960305742596
86,0,2160601921281704708
86,0,359162070333506436
86,0,142989288219722630
87,0,5259078464861896704
87,0,7348748691962068992
87,0,5547308841047425024
87,0,7925209444299571200
87,0,7564921474244149248
87,0,9654591701411168256
87,0,9870764492114886656
87,0,11960434736394665984
87,0,13617761598290264064
87,0,13978190305968259072
87,0,11600571177693347840
87,0,11384399495091191808
87,0,9006499441595383808
87,0,6772714028567101440
87,0,8430038691447832576
87,0,10807939295236325376
87,0,13041724847851044864
87,0,12825587250109349888
87,0,11024164991347195904
87,0,13402065869476724736
88,0,5259078464861896704
88,0,7636979068113780736
88,0,5835539217232691200
88,0,7925209444333649920
88,0,9870764483491921920
88,0,11960434727771701248
88,0,11600148956605317120
88,0,13401589907065143296
88,0,11023759672557699072
88,0,13113430174535516160
88,0,10735564755655983104
88,0,12825235120194846720
88,0,10447352109129269248
88,0,12248792028796944384
89,0,5259078464861896704
89,0,7636979068113780736
89,0,7276691097991249920
89,0,7060518315911020544
89,0,9294303731103563776
89,0,11672204338650152960
89,0,13617760477185835008
89,0,13978189184863830016
89,0,11888800432740630528
89,0,9943247592739831808
89,0,7853577382819790848
89,0,9655017233902206976
89,0,11312341905364484096
89,0,9078557039944531968
89,0,6700656438840393728
89,0,8790326665948692480
89,0,10735881706046488576
89,0,12537321694433640448
89,0,12753503272640446464
89,0,11096196201954148352
89,0,13329981892007821312
89,0,13113879478638215168
90,0,5259078464861896704
90,0,7636979068113780736
90,0,9294303731053232128
90,0,7060518320172433408
90,0,8717842983061553152
90,0,10807513211235205120
90,0,11023686130787942400
90,0,13113356632765759488
90,0,12753103846948208640
90,0,12536948657020469248
90,0,10447287226013581312
90,0,12248727145681256448
91,0,5259078464861896704
91,0,3025293049686392832
91,0,1223853198738195456
91,0,1007680416624411664
91,0,3241465831800177688
91,0,5042905682748378136
91,0,7276691097924275224
91,0,7060518315844045848
91,0,9006073354884877336
91,0,11383973960283982872
91,0,11023686539850157080
91,0,13401587417979685912
91,0,13041369816534223896
91,0,12825232218792528920
91,0,10735579583878663192
91,0,12537019572265815064
91,0,10447358141258927128
91,0,12248798060926602264
92,0,5259078464861896704
92,0,5042905682748375040
92,0,2953235455648595968
92,0,1295910792776254464
92,0,1512083574890038288
92,0,3313523425838236720
92,0,5547308841014004784
92,0,7925209444266150960
92,0,5835539217300458544
92,0,7636979068249705520
92,0,9870764483492580400
92,0,9654591718558665776
92,0,11888377142324366384
92,0,11672206559233838128
92,0,13329532321617808432
92,0,13113429908248202288
92,0,11023794865520380976
92,0,12825234991346486320
92,0,10735582356432620592
92,0,12537022344819772464
92,0,10447360913812884528
92,0,12248800833480559664
93,0,5259078464861896704
93,0,5042905682748375040
93,0,2953235455648595968
93,0,719450040472830976
93,0,2376774703345173508
93,0,2160601921231389956
93,0,70931694131479940
93,0,431219664321119621
93,0,2665005079496885639
93,0,4754675306596796295
93,0,6988460721772627847
93,0,9078130948889315207
93,0,10735455613909141383
93,0,11095743721537734535
93,0,9294304145467443079
93,0,7636979486890067847
93,0,9870764902132942727
93,0,11960435146412722055
93,0,13617762008308320135
93,0,13401729963682891655
93,0,13041512362237429639
93,0,12825374764495734663
93,0,12465104386492139399
93,0,12248940400471377799
94,0,5259078464861896704
94,0,5042905682748375040
94,0,2665005079496884224
94,0,3025293049686524416
94,0,4682617712558867968
94,0,4466444930445149696
94,0,2088544327193560576
94,0,142989288169506432
94,0,2376774703345272449
94,0,4178214554293471105
94,0,6123769593317541761
94,0,6484057563509278593
94,0,8141382226385815425
94,0,10519282829905872769
94,0,8429612671525439361
94,0,10231052523010508673
94,0,12176607596394301313
95,0,5259078464861896704
95,0,5042905682748375040
95,0,4682617712558866432
95,0,6772287939658842112
95,0,6411999969477591040
95,0,8501670196581695488
95,0,8717842979232350208
95,0,10807513207406002176
95,0,12753068383869009920
95,0,12536913193941270528
95,0,10447251762934382592
95,0,12248691682602057728
96,0,5259078464861896704
96,0,5042905682748375040
96,0,4682617712558866432
96,0,7060518315810553856
96,0,9294303731003097088
96,0,11095743586246262784
96,0,10735455890934530048
96,0,8789900989349429248
96,0,6700230763323260928
96,0,8501670614279847936
96,0,8141382644627079168
96,0,10231052871995424768
96,0,10447225688468946944
96,0,12248665608136622080
97,0,5259078464861896704
97,0,7348748691962068992
97,0,4970848088744001536
97,0,3313523425871790080
97,0,1223853198771881984
97,0,1007680416658098192
97,0,647392446468458520
97,0,3025293049720080412
97,0,4682617712592423964
97,0,4466444930478705692
97,0,6411999969502792732
97,0,6195827187393203228
97,0,8141382226419354652
97,0,10231052453787700252
97,0,8429612637199240220
97,0,10807513240987733020
97,0,8717843151326776348
97,0,10519283003348716572
97,0,12464838111092247580
97,0,12248674125071485980
98,1,5259078464861896704
98,1,3313523425838104576
98,1,1223853198738196480
98,1,1007680416624412688
98,1,2953235455648466968
98,1,5042905682748378136
98,1,2665005079496887320
98,1,2448832297383104024
98,1,70931694131482392
98,1,2160601921231392537
98,1,4106156960255446937
98,1,6195827187355373465
98,1,4394387336409272217
98,1,6484057563509215129
98,1,4682617712565211033
98,1,7060518315816898457
98,1,7276691097947459481
98,1,9078130948929212313
98,1,11311916366252461977
98,1,9366361876984221593
98,1,7564922030330990489
98,1,7925210000587739033
98,1,5835539773622046617
98,1,5619366991509311385
98,1,3529696764409925529
98,1,3889984734599569305
98,1,1512084131347955609
98,1,1872372101537595321
99,0,5259078464861896704
99,0,7348748691962068992
99,0,7564921474109407232
99,0,9366361325124714496
99,0,9006073359230042112
99,0,7060518322353471488
99,0,4682617719118626816
99,0,5042905689308332032
99,0,2953235462208552960
99,0,2737062680094770176
99,0,935622829146572288
99,0,719450047032788488
99,0,359162076843148812
99,0,2448832303943058958
99,0,4394387342967113486
99,0,6772287946218768142
99,0,6411999976037517070
99,0,8213439826989909774
99,0,8429612609372129038
99,0,10231052460857198350
99,0,12464837910392702734
99,0,12248673924371941134
0,0,5259078464861896704
0,0,7636979068113780736
0,0,5835539217232691200
0,0,7925209444333649920
0,0,9582534107340210176
0,0,11960434719181766656
0,0,13617761581077364736
0,0,13978190288755359744
0,0,11600571160480448512
0,0,9943247597119733760
1,0,5259078464861896704
1,0,7636979068113780736
1,0,5547308841080979456
1,0,7348748692029702144
1,0,6988460721873616896
1,0,8789900572838592512
